GeneID;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre14.g616501;1,159238781;1,233476731;1,1739818;1,248573249;1,23592791;1,229521375;1,188899104;1,238007511;1,203906015;1,23470232;1,201751587
Cre14.g616550;7,829767889;7,945922571;8,130771821;8,663637993;8,650752904;8,340722602;7,96882076;8,5517045;8,246702941;8,298337737;8,235747212
Cre14.g616589;4,458436186;4,992532579;4,581697029;4,942704038;5,161916841;4,376805985;4,677555265;4,827142288;4,700570112;5,07722471;4,479251507
Cre14.g616600;6,486480747;6,597066186;6,634601495;6,794120897;6,90673757;6,702297482;6,572716143;6,801051983;6,640300822;6,751901878;6,668449488
Cre14.g616650;4,119409104;3,290683962;3,193003464;4,316815635;3,946750133;4,98148863;3,53436551;4,415018133;4,21811237;3,618717048;4,087246047
Cre14.g616700;5,64061199;5,451910874;5,450121346;8,059774078;8,210585596;8,389092525;5,514214736;8,219817399;6,850193034;6,831248235;6,919606935
Cre14.g616750;7,950124577;8,224880056;8,168993069;8,360517628;8,274292873;8,381741679;8,114665901;8,338850726;8,155321102;8,249586464;8,275367374
Cre14.g616800;3,357094673;2,807151683;2,452925506;3,010280561;2,740962759;3,107923676;2,872390621;2,953055665;3,183687617;2,774057221;2,780424591
Cre14.g616826;1,395727027;1,636253001;1,610810023;1,241282905;1,253124075;1,419399446;1,547596684;1,304602142;1,318504966;1,444688538;1,515104734
Cre14.g616850;6,589982229;8,307032812;7,385147399;6,37739843;6,345964671;6,639988495;7,42738748;6,454450532;6,48369033;7,326498741;7,012567947
Cre14.g616900;7,368898165;7,543482664;7,522920898;7,356820612;7,245641576;7,406126746;7,478433909;7,336196311;7,362859388;7,39456212;7,464523822
Cre14.g616950;8,957079671;8,725949938;8,817629204;9,239881008;9,0689162;9,203386566;8,833552938;9,170727925;9,098480339;8,897433069;9,010507885
Cre14.g616976;0,620640523;0,526544674;0,518486138;0,649563039;0,692627404;0,739341788;0,555223778;0,693844077;0,635101781;0,609586039;0,628913963
Cre14.g617002;1,663598204;1,61638607;1,684209819;1,861324008;1,769944088;1,785122355;1,654731364;1,805463484;1,762461106;1,693165079;1,734666087
Cre14.g617027;-0,658535515;-0,705245004;-0,65136325;-0,710414412;-0,622044851;-0,650502107;-0,67171459;-0,660987124;-0,684474964;-0,663644928;-0,650932679
Cre14.g617050;7,493699919;6,560940368;6,675644118;7,754450665;7,334161655;7,044403207;6,910094802;7,377671843;7,624075292;6,947551011;6,860023663
Cre14.g617100;8,076925694;7,732603415;7,773916444;8,141239955;7,849787649;8,864809217;7,861148518;8,28527894;8,109082825;7,791195532;8,31936283
Cre14.g617150;5,731791717;5,609895979;5,479390767;5,173009205;5,505330404;5,156574297;5,607026154;5,278304635;5,452400461;5,557613191;5,317982532
Cre14.g617151;8,071532991;8,137423569;8,392691688;8,608320962;8,239544251;8,33891356;8,200549416;8,395592924;8,339926976;8,18848391;8,365802624
Cre14.g617200;6,419887808;6,655964248;7,138668563;6,61294268;6,669238671;6,971956872;6,73817354;6,751379408;6,516415244;6,66260146;7,055312718
Cre14.g617250;7,881520552;8,408505604;7,219489522;8,038161983;7,912638048;8,134383893;7,836505226;8,028394642;7,959841268;8,160571826;7,676936708
Cre14.g617276;-1,515143177;-1,501914949;-1,467157589;-1,464133248;-1,501542695;-1,511781183;-1,494738572;-1,492485709;-1,489638213;-1,501728822;-1,489469386
Cre14.g617300;6,911243581;7,634289045;7,582179812;7,096134326;7,22150763;6,990013032;7,375904146;7,102551663;7,003688953;7,427898337;7,286096422
Cre14.g617350;6,388821232;7,501507899;7,332458408;7,222806588;7,07630643;6,87121661;7,074262513;7,056776543;6,80581391;7,288907165;7,101837509
Cre14.g617400;7,714040088;8,179857984;8,497865503;8,254556512;7,95909991;9,904978814;8,130587858;8,706211745;7,9842983;8,069478947;9,201422158
Cre14.g617450;7,364757807;7,825781823;8,315292414;8,109534664;7,736396679;9,790276708;7,835277348;8,545402684;7,737146236;7,781089251;9,052784561
Cre14.g617500;7,831485483;8,471131533;7,264786033;8,149668192;7,945348662;8,131579399;7,855801016;8,075532085;7,990576838;8,208240098;7,698182716
Cre14.g617550;9,842439379;10,41570344;9,243156761;10,07649479;10,09230773;10,07311328;9,833766528;10,0806386;9,959467087;10,25400559;9,658135021
Cre14.g617600;8,632325688;8,218292808;8,752999089;8,83369365;8,49890972;8,923754094;8,534539195;8,752119155;8,733009669;8,358601264;8,838376592
Cre14.g617650;7,379038879;5,300413091;5,91111446;6,888993311;6,488768533;6,659070633;6,196855477;6,678944159;7,134016095;5,894590812;6,285092547
Cre14.g617700;7,140361068;6,579277846;6,805206055;6,884302117;6,74128126;6,855268261;6,841614989;6,826950546;7,012331592;6,660279553;6,830237158
Cre14.g617750;8,110108157;8,389683784;8,00435617;8,875135565;8,989340985;8,869072077;8,16804937;8,911182876;8,492621861;8,689512385;8,436714123
Cre14.g617800;10,1052949;9,460196577;9,60382655;9,324850175;9,204222534;9,579186635;9,72310601;9,369419781;9,71507254;9,332209556;9,591506593
Cre14.g617826;9,171447787;9,442369714;9,225672825;9,031824958;9,064925043;9,021505376;9,279830108;9,039418459;9,101636372;9,253647379;9,1235891
Cre14.g617850;6,407516325;6,435692664;6,267587646;6,302201165;6,031026198;6,036388276;6,370265545;6,123205213;6,354858745;6,233359431;6,151987961
Cre14.g617900;14,35033665;14,75680741;14,42714785;14,57795067;14,59071264;14,18466144;14,51143064;14,45110825;14,46414366;14,67376003;14,30590465
Cre14.g617950;6,458440169;6,2606938;6,288570497;6,396772667;6,202646278;6,038330445;6,335901489;6,21258313;6,427606418;6,231670039;6,163450471
Cre14.g618000;6,811033508;7,044761998;6,567423501;6,67464508;6,592686158;6,833477264;6,807739669;6,700269501;6,742839294;6,818724078;6,700450382
Cre14.g618050;5,0351249;5,341135849;5,188243885;4,699174182;4,988212866;4,494094044;5,188168211;4,727160364;4,867149541;5,164674358;4,841168964
Cre14.g618100;6,772136672;6,34535968;6,459202133;6,979703704;6,592809101;6,899248795;6,525566162;6,823920533;6,875920188;6,469084391;6,679225464
Cre14.g618150;6,985648936;6,288272989;6,38991844;6,349037442;6,807433992;6,881007731;6,554613455;6,679159722;6,667343189;6,547853491;6,635463086
Cre14.g618200;6,641646787;6,812833559;6,628552285;6,720367291;7,210834803;7,032661555;6,69434421;6,98795455;6,681007039;7,011834181;6,83060692
Cre14.g618250;2,594939895;2,09744982;2,051855894;2,288398646;2,54499437;2,161056534;2,248081869;2,331483183;2,44166927;2,321222095;2,106456214
Cre14.g618300;7,745931622;8,121157139;7,244590291;7,783663801;7,475629888;7,773787919;7,703893017;7,677693869;7,764797711;7,798393513;7,509189105
Cre14.g618350;8,264852919;8,677383766;8,310928774;8,695548042;8,405772277;8,573355227;8,41772182;8,558225182;8,480200481;8,541578021;8,442142001
Cre14.g618400;10,25580805;10,37233608;10,49638406;9,929147952;9,964705324;10,23887063;10,37484273;10,0442413;10,092478;10,1685207;10,36762734
Cre14.g618450;8,166615235;8,859020074;8,432058649;8,702851218;8,678896276;8,593464721;8,485897986;8,658404072;8,434733227;8,768958175;8,512761685
Cre14.g618500;4,127539809;4,09092702;4,024268399;3,781697815;4,176802528;4,258116778;4,080911743;4,072205707;3,954618812;4,133864774;4,141192588
Cre14.g618550;6,113792545;5,63178072;5,861891614;5,517462946;5,466527932;5,71587642;5,86915496;5,566622433;5,815627746;5,549154326;5,788884017
Cre14.g618600;6,217416762;5,303798969;5,276214506;5,54363262;5,15268693;5,063246883;5,599143412;5,253188811;5,880524691;5,22824295;5,169730695
Cre14.g618700;5,039760981;4,839909376;4,858625702;5,27086761;5,390282518;5,074280002;4,912765353;5,245143377;5,155314296;5,115095947;4,966452852
Cre14.g618750;7,52663592;8,051884259;7,045254734;7,598732656;7,417123959;7,564066103;7,541258304;7,526640906;7,562684288;7,734504109;7,304660419
Cre14.g618776;0,307608841;0,317045781;0,42997886;0,380921931;0,407080492;0,587463139;0,351544494;0,458488521;0,344265386;0,362063136;0,508721
Cre14.g618800;7,031602078;6,28646234;6,631517341;7,172776288;6,732419701;7,032380987;6,649860586;6,979192325;7,102189183;6,509441021;6,831949164
Cre14.g618820;0,802688079;0,928680712;0,749307873;0,8857058;0,931104089;0,978481483;0,826892221;0,931763791;0,84419694;0,9298924;0,863894678
Cre14.g618860;7,839195156;7,582234519;7,676578177;7,600803165;7,590239817;7,524793847;7,699335951;7,57194561;7,719999161;7,586237168;7,600686012
Cre14.g618900;7,807033155;7,966899806;8,001376494;7,869784596;7,746213537;7,679265809;7,925103152;7,765087981;7,838408875;7,856556671;7,840321152
Cre14.g618926;3,482293468;3,941288775;3,650494789;4,464032508;3,90559674;4,008706183;3,69135901;4,126111811;3,973162988;3,923442758;3,829600486
Cre14.g618950;6,772711758;6,899991609;6,706604936;6,490574553;6,600241176;6,51714307;6,793102768;6,535986266;6,631643156;6,750116393;6,611874003
Cre14.g618979;6,625894667;5,663893278;6,400539316;7,022118335;6,328413375;6,889269213;6,230109087;6,746600308;6,824006501;5,996153327;6,644904265
Cre14.g619000;6,922765401;7,147687165;7,252021166;6,832574445;7,040604357;7,051799183;7,107491244;6,974992662;6,877669923;7,094145761;7,151910174
Cre14.g619050;5,216319636;5,38203737;6,05306951;7,443323325;6,702203329;7,838256252;5,550475505;7,327927635;6,329821481;6,042120349;6,945662881
Cre14.g619100;9,036597202;9,3388922;9,249095486;8,914515165;9,013339653;9,045320143;9,208194963;8,99105832;8,975556183;9,176115926;9,147207815
Cre14.g619133;10,52641258;10,53348931;10,50363473;10,40340167;10,4959027;10,26630281;10,52117887;10,38853573;10,46490713;10,514696;10,38496877
Cre14.g619166;10,13044231;10,06421581;10,07349247;9,821957438;9,804757277;9,581249392;10,08938353;9,735988036;9,976199876;9,934486541;9,827370931
Cre14.g619200;0,551240476;0,647435233;0,669891706;0,55548076;0,728545641;0,822449741;0,622855805;0,702158714;0,553360618;0,687990437;0,746170724
Cre14.g619250;13,16076638;12,91641372;12,62643024;13,057562;13,10871924;13,06470253;12,90120345;13,07699459;13,10916419;13,01256648;12,84556638
Cre14.g619300;5,954817613;6,307446186;5,846378955;6,028753053;5,89010249;5,904022002;6,036214251;5,940959182;5,991785333;6,098774338;5,875200478
Cre14.g619350;9,558645641;9,652891518;9,924563083;9,93831652;9,66146699;9,714129582;9,712033414;9,771304364;9,748481081;9,657179254;9,819346332
Cre14.g619400;6,075804101;5,499547458;5,161250229;6,885556283;7,533231027;6,817301321;5,578867263;7,078696211;6,480680192;6,516389243;5,989275775
Cre14.g619450;4,254885342;3,40923276;3,145960749;3,342890273;3,929250535;3,344942075;3,603359617;3,539027628;3,798887807;3,669241648;3,245451412
Cre14.g619500;7,057826211;7,010070385;7,182094645;6,970354263;7,213811049;6,698042643;7,083330414;6,960735985;7,014090237;7,111940717;6,940068644
Cre14.g619550;8,193895472;8,388679971;8,370991947;8,264240825;8,367542131;8,699961553;8,317855797;8,443914836;8,229068149;8,378111051;8,53547675
Cre14.g619613;5,313295741;5,873988504;5,795849504;5,690108477;5,822012969;5,51920125;5,661044583;5,677107566;5,501702109;5,848000737;5,657525377
Cre14.g619700;5,055842575;5,362527243;5,397956323;5,082633855;5,416027209;5,064718167;5,272108714;5,187793077;5,069238215;5,389277226;5,231337245
Cre14.g619750;5,992717343;5,860912155;5,701465074;5,9003288;6,160065959;5,881180027;5,85169819;5,980524929;5,946523071;6,010489057;5,79132255
Cre14.g619800;8,097507526;7,772980614;7,861455599;7,72795865;7,813573599;7,435768891;7,910647913;7,65910038;7,912733088;7,793277107;7,648612245
Cre14.g619825;1,317509699;1,345810803;1,39867291;1,489085789;1,546992705;2,279790563;1,353997804;1,771956353;1,403297744;1,446401754;1,839231736
Cre14.g619850;7,746545626;6,255901049;6,7546773;6,379142641;6,450742216;6,98094233;6,919041325;6,603609062;7,062844133;6,353321632;6,867809815
Cre14.g619854;5,542418308;5,953950223;6,086107304;5,983735601;5,832089037;5,812270475;5,860825278;5,876031704;5,763076954;5,89301963;5,94918889
Cre14.g619900;5,267716945;4,657444337;5,283211671;5,754268497;5,678263051;5,798749407;5,069457651;5,743760318;5,510992721;5,167853694;5,540980539
Cre14.g619950;4,816484732;5,389225903;5,738101156;5,866358283;5,751803884;5,990699273;5,31460393;5,86962048;5,341421507;5,570514893;5,864400214
Cre14.g620000;-1,518944844;-1,450476841;-1,515394918;-1,511836787;-1,502943904;-1,462084446;-1,494938868;-1,492288379;-1,515390815;-1,476710373;-1,488739682
Cre14.g620050;5,022234422;4,622535504;4,742751759;4,137148593;4,531090544;4,500084621;4,795840562;4,389441252;4,579691507;4,576813024;4,62141819
Cre14.g620076;-1,154805065;-1,14215139;-0,996028748;-1,151713706;-1,141656072;-1,154207868;-1,097661734;-1,149192549;-1,153259386;-1,141903731;-1,075118308
Cre14.g620100;4,994537551;5,43469891;5,701047013;4,875984577;4,598872174;4,731355756;5,376761158;4,735404169;4,935261064;5,016785542;5,216201384
Cre14.g620150;7,98214334;8,301258557;8,411540057;8,143811602;8,052243684;8,145259755;8,231647318;8,11377168;8,062977471;8,17675112;8,278399906
Cre14.g620200;3,574920845;3,606807715;3,113113444;3,2011907;3,657078044;3,368808362;3,431614001;3,409025702;3,388055772;3,631942879;3,240960903
Cre14.g620217;2,447298605;2,229444584;2,730964424;2,613773714;2,83598855;2,576165915;2,469235871;2,675309393;2,53053616;2,532716567;2,65356517
Cre14.g620233;2,332252902;2,688065332;2,694024081;2,782795223;2,810736885;2,739754395;2,571447438;2,777762167;2,557524062;2,749401108;2,716889238
Cre14.g620250;5,017752925;3,835951768;4,296622674;4,03155418;4,156101883;4,490194464;4,383442455;4,225950176;4,524653553;3,996026825;4,393408569
Cre14.g620300;8,111978304;8,420577536;8,618976892;8,925679738;8,67127434;9,115213329;8,383844244;8,904055802;8,518829021;8,545925938;8,86709511
Cre14.g620350;8,133996593;7,717456406;8,55766319;8,904483362;8,745534197;8,805186974;8,136372063;8,818401511;8,519239978;8,231495301;8,681425082
Cre14.g620400;6,10364553;7,106745341;6,809623235;6,500244305;6,636384183;6,863789785;6,673338035;6,666806091;6,301944918;6,871564762;6,83670651
Cre14.g620450;7,473520341;7,060415716;7,194144476;6,461732693;6,570269262;6,312079836;7,242693511;6,448027264;6,967626517;6,815342489;6,753112156
Cre14.g620500;11,0036005;9,84447891;10,21787321;9,77196076;8,993580516;9,745646826;10,35531754;9,503729367;10,38778063;9,419029713;9,981760018
Cre14.g620600;11,86522962;11,35018737;11,55172975;11,15709627;11,54808648;11,66657164;11,58904892;11,45725146;11,51116294;11,44913693;11,60915069
Cre14.g620702;9,526746286;9,461472339;9,669910201;7,887251172;8,751703218;8,005932264;9,552709609;8,214962218;8,706998729;9,106587779;8,837921232
Cre14.g620750;4,277718476;4,193829718;4,400863587;4,95206514;4,558203073;4,748998283;4,290803927;4,753088832;4,614891808;4,376016395;4,574930935
Cre14.g620800;0,120141471;0,213915299;0,181882096;0,190471214;0,21524753;0,293298716;0,171979622;0,23300582;0,155306343;0,214581415;0,237590406
Cre14.g620850;12,7531617;12,15742056;12,47429336;12,5133851;12,35913794;12,35751451;12,46162521;12,41001252;12,6332734;12,25827925;12,41590394
Cre14.g620900;8,642936154;8,769755207;9,402319979;9,350909613;9,168043398;9,504948135;8,938337114;9,341300382;8,996922883;8,968899303;9,453634057
Cre14.g620951;4,495292973;4,469143898;4,901484118;4,67564877;4,689516295;4,911986084;4,621973663;4,759050383;4,585470871;4,579330096;4,906735101
Cre14.g621000;7,904648135;7,734780301;7,947222778;8,142600055;8,023670543;8,306210912;7,862217071;8,157493837;8,023624095;7,879225422;8,126716845
Cre14.g621050;4,884463377;5,612126754;5,283115785;4,595789403;4,291103305;4,047740344;5,259901972;4,311544351;4,74012639;4,95161503;4,665428065
Cre14.g621100;7,488706229;7,26186159;7,56661512;7,559185385;7,513003379;7,935969207;7,43906098;7,66938599;7,523945807;7,387432484;7,751292164
Cre14.g621150;6,817943452;5,991109219;6,685238592;6,607755437;5,92383027;6,486045408;6,498097088;6,339210372;6,712849445;5,957469744;6,585642
Cre14.g621172;8,558625348;7,308594351;7,900230408;7,7826237;7,696425256;7,866652737;7,922483369;7,781900564;8,170624524;7,502509803;7,883441573
Cre14.g621200;4,102655711;4,337900312;3,929608679;4,731872362;3,969623471;4,309156884;4,123388234;4,336884239;4,417264036;4,153761892;4,119382782
Cre14.g621250;4,88159856;4,44207926;4,847002187;4,497300597;5,039411706;4,1886324;4,723560002;4,575114901;4,689449578;4,740745483;4,517817293
Cre14.g621300;7,861281348;6,888825283;7,029712267;7,256009564;7,249574379;7,783520517;7,259939633;7,429701487;7,558645456;7,069199831;7,406616392
Cre14.g621351;7,768195394;8,435207127;8,237697258;8,148337101;8,267237332;8,157134098;8,147033259;8,190902844;7,958266248;8,351222229;8,197415678
Cre14.g621400;4,753568775;4,419030493;4,639553985;4,110126589;4,3109616;4,649458996;4,604051084;4,356849062;4,431847682;4,364996046;4,644506491
Cre14.g621450;14,89575757;15,12532888;15,04902894;15,2903681;15,26962813;14,98534404;15,0233718;15,18178009;15,09306283;15,1974785;15,01718649
Cre14.g621475;4,904604699;5,325729147;5,044205024;5,022581873;5,275401307;4,680501462;5,091512957;4,992828214;4,963593286;5,300565227;4,862353243
Cre14.g621501;4,784682242;5,164336666;5,178476228;4,789721379;4,93978695;5,288865156;5,042498379;5,006124495;4,78720181;5,052061808;5,233670692
Cre14.g621600;2,037437876;2,173533719;1,955276701;1,974774755;2,47182292;2,119106154;2,055416098;2,188567943;2,006106315;2,322678319;2,037191427
Cre14.g621650;9,320084591;10,99627029;10,29854139;10,03607586;10,04004039;9,662091127;10,20496542;9,912735794;9,678080227;10,51815534;9,980316257
Cre14.g621676;-0,81679123;-0,808049637;-0,70240001;-0,815231936;-0,807421255;-0,700899698;-0,775746959;-0,77451763;-0,816011583;-0,807735446;-0,701649854
Cre14.g621700;7,47689413;5,450739204;5,900569388;5,744830684;6,503218006;6,600738329;6,276067574;6,282929007;6,610862407;5,976978605;6,250653859
Cre14.g621751;7,451856147;7,554622087;7,369289702;7,287214805;7,379603979;7,309196535;7,458589312;7,32533844;7,369535476;7,467113033;7,339243118
Cre14.g621800;4,276319507;4,354059015;4,533856799;4,187981278;4,323734844;4,937873334;4,38807844;4,483196485;4,232150392;4,338896929;4,735865066
Cre14.g621850;6,983935624;7,790422989;7,486550493;7,312179722;7,201412941;7,169992211;7,420303035;7,227861625;7,148057673;7,495917965;7,328271352
Cre14.g622000;4,15212252;4,552786777;4,983181713;4,591756853;4,527529478;4,711251239;4,562697003;4,61017919;4,371939687;4,540158127;4,847216476
Cre14.g622050;5,154888919;5,049055949;4,943492254;4,858641512;4,784037737;4,345013851;5,049145707;4,662564367;5,006765215;4,916546843;4,644253052
Cre14.g622075;4,602457814;4,617582433;4,212095932;5,018286344;4,922156434;4,812248999;4,477378726;4,917563926;4,810372079;4,769869434;4,512172466
Cre14.g622100;-0,409850564;-0,404574106;-0,408823752;-0,340783333;-0,317505911;-0,23843851;-0,407749474;-0,298909251;-0,375316948;-0,361040008;-0,323631131
Cre14.g622200;2,830743866;2,415519585;2,614351353;3,04837093;3,075282813;2,885957456;2,620204935;3,003203733;2,939557398;2,745401199;2,750154404
Cre14.g622480;-0,88288274;-0,872563452;-0,882106142;-0,88125147;-0,871931312;-0,656450846;-0,879184111;-0,803211209;-0,882067105;-0,872247382;-0,769278494
Cre14.g622550;6,437453627;6,597167003;6,643288532;6,62034673;6,746400676;6,621000196;6,559303054;6,662582534;6,528900179;6,67178384;6,632144364
Cre14.g622600;1,841860611;1,812365957;2,288943823;2,052869773;2,06431495;2,36862931;1,981056797;2,161938011;1,947365192;1,938340453;2,328786567
Cre14.g622650;6,350166459;6,144939811;6,660937248;6,352472634;6,34506562;6,550046015;6,385347839;6,415861423;6,351319546;6,245002715;6,605491632
Cre14.g622700;7,220669503;7,241423266;7,221050214;6,836700595;6,886640778;7,026036202;7,227714328;6,916459192;7,028685049;7,064032022;7,123543208
Cre14.g622750;6,403887606;7,06807381;6,90676877;7,125298757;7,219700876;7,27724741;6,792910062;7,207415681;6,764593181;7,143887343;7,09200809
Cre14.g622800;6,98065747;7,653333111;6,789216005;7,26761442;7,337067451;7,495562592;7,141068862;7,366748155;7,124135945;7,495200281;7,142389299
Cre14.g622850;2,926984878;2,98987381;2,867830175;3,305693565;3,588363739;3,251734938;2,928229621;3,381930747;3,116339221;3,289118774;3,059782556
Cre14.g622900;7,614584187;7,47338355;7,55906378;7,920226093;7,592166313;8,047061738;7,549010506;7,853151381;7,76740514;7,532774931;7,803062759
Cre14.g622901;5,361431408;5,324085101;5,07705357;6,442952675;6,383997864;6,128336859;5,254190026;6,318429133;5,902192042;5,854041483;5,602695214
Cre14.g622951;1,986315922;2,003731272;2,016875218;1,815761741;1,932461379;2,269795618;2,002307471;2,006006246;1,901038831;1,968096325;2,143335418
Cre14.g623000;6,410334374;7,398378906;6,591855291;6,341222711;6,370150743;5,823603097;6,800189524;6,178325517;6,375778543;6,884264824;6,207729194
Cre14.g623050;3,063154641;3,68023327;4,142607693;3,870589969;3,461293062;4,131430719;3,628665201;3,821104583;3,466872305;3,570763166;4,137019206
Cre14.g623100;8,575861653;8,271858089;8,254933705;9,929431361;9,732293714;9,886956879;8,367551149;9,849560651;9,252646507;9,002075901;9,070945292
Cre14.g623125;7,589458249;8,833424692;7,642790398;9,326418098;9,282375276;9,243025104;8,021891113;9,283939493;8,457938174;9,057899984;8,442907751
Cre14.g623150;6,226368708;6,330240352;6,278443127;6,45528424;6,546445173;6,367874526;6,278350729;6,456534646;6,340826474;6,438342762;6,323158827
Cre14.g623176;7,984900697;8,085731465;8,371922942;8,499432977;8,395234747;8,821406623;8,147518368;8,572024782;8,242166837;8,240483106;8,596664783
Cre14.g623200;6,871630013;7,573121605;7,259750531;7,093889422;7,378882384;7,164857226;7,234834049;7,212543011;6,982759718;7,476001995;7,212303878
Cre14.g623250;4,094162127;4,096153883;4,981000786;4,56073089;4,200635542;4,762619198;4,390438932;4,50799521;4,327446508;4,148394713;4,871809992
Cre14.g623300;7,954692919;7,46654162;7,890510053;7,799328064;7,56134763;7,826379553;7,77058153;7,729018416;7,877010491;7,513944625;7,858444803
Cre14.g623350;6,616589453;7,291538162;6,487792472;6,66018351;6,536465528;6,845825385;6,798640029;6,680824808;6,638386481;6,914001845;6,666808929
Cre14.g623403;8,081650493;5,959743266;6,242825104;6,089610793;6,085719229;6,09604692;6,761406288;6,090458981;7,085630643;6,022731247;6,169436012
Cre14.g623439;8,913036488;7,961041099;7,920883763;7,344947769;7,45645865;7,221970049;8,264987117;7,341125489;8,128992129;7,708749874;7,571426906
Cre14.g623550;8,541279214;9,167333214;9,094693345;7,779841572;7,866777613;7,622144732;8,934435258;7,756254639;8,160560393;8,517055414;8,358419039
Cre14.g623576;3,625242393;4,319255796;4,100874382;3,257545959;3,305636396;3,047155041;4,01512419;3,203445799;3,441394176;3,812446096;3,574014712
Cre14.g623600;-1,143735876;-1,131114295;-1,143191889;-1,140798579;-1,13061266;-0,982002659;-1,139347353;-1,084471299;-1,142267227;-1,130863478;-1,062597274
Cre14.g623650;9,436233981;8,062875607;8,855187795;7,988436713;8,632213398;7,981130721;8,784765794;8,200593611;8,712335347;8,347544502;8,418159258
Cre14.g623700;5,609270856;5,802865151;6,291742308;5,319254828;5,432018299;5,465243061;5,901292772;5,405505396;5,464262842;5,617441725;5,878492685
Cre14.g623750;4,284418486;4,221236588;4,275949453;4,792108146;4,748739877;4,615953482;4,260534843;4,718933835;4,538263316;4,484988233;4,445951468
Cre14.g623800;5,564079459;6,088866521;5,780786923;5,798933753;5,689492626;5,458398939;5,811244301;5,648941773;5,681506606;5,889179573;5,619592931
Cre14.g623850;5,852998903;4,726173826;5,416062094;5,024306666;5,192676962;5,518075676;5,331744941;5,245019768;5,438652785;4,959425394;5,467068885
Cre14.g623900;7,729689776;7,158402583;7,468634408;7,381599453;7,647710764;7,795293833;7,452242256;7,60820135;7,555644615;7,403056674;7,63196412
Cre14.g623926;6,941104466;6,838262027;6,961366419;7,429995654;7,033393165;7,311232806;6,913577637;7,258207208;7,18555006;6,935827596;7,136299613
Cre14.g623950;4,844677185;3,852319217;4,174449608;4,38320844;4,276584287;3,860317889;4,290482003;4,173370205;4,613942813;4,064451752;4,017383748
Cre14.g624000;10,52092001;10,78848936;10,42515483;9,309107722;9,552693783;9,334007178;10,57818807;9,398602894;9,915013868;10,17059157;9,879581003
Cre14.g624125;5,7197371;6,062109144;6,130210329;5,817604005;5,460596548;6,242110676;5,970685525;5,840103743;5,768670553;5,761352846;6,186160503
Cre14.g624201;9,677370543;10,07543929;9,639046618;9,473657787;9,471461672;8,830156457;9,797285484;9,258425305;9,575514165;9,773450482;9,234601538
Cre14.g624350;7,291057479;7,588371661;7,97173548;8,070336798;7,772679962;8,118013359;7,617054873;7,98701004;7,680697139;7,680525812;8,044874419
Cre14.g624400;9,28650399;9,561241392;8,648546084;9,34169355;9,269358002;9,282457519;9,165430489;9,297836357;9,31409877;9,415299697;8,965501801
Cre14.g624450;7,074924308;7,212412159;7,461826676;7,259003332;7,226333725;7,163644431;7,249721048;7,216327163;7,16696382;7,219372942;7,312735554
Cre14.g624476;2,606995607;2,983777984;2,986876459;2,6597675;2,932560041;3,250191125;2,859216683;2,947506222;2,633381553;2,958169013;3,118533792
Cre14.g624500;7,072051613;6,902031841;7,267188578;6,989831024;7,008032174;7,165599771;7,08042401;7,054487656;7,030941318;6,955032007;7,216394174
Cre14.g624550;8,971554922;8,49952462;8,759416117;8,71334525;8,286207429;8,596756829;8,743498553;8,532103169;8,842450086;8,392866024;8,678086473
Cre14.g624600;5,475902069;5,341524046;5,458372116;4,996534958;5,185312707;5,176213345;5,425266077;5,11935367;5,236218514;5,263418377;5,317292731
Cre14.g624650;6,056876184;6,667838719;6,976242715;6,378618193;6,433489504;6,376176135;6,566985873;6,396094611;6,217747188;6,550664112;6,676209425
Cre14.g624700;-0,076831408;-0,069495283;0,046099157;0,06109232;0,103877054;-0,07522391;-0,033409178;0,029915155;-0,007869544;0,017190885;-0,014562376
Cre14.g624750;4,38152326;4,84668783;6,102081651;5,903736674;6,221959245;6,339891956;5,11009758;6,155195958;5,142629967;5,534323537;6,220986804
Cre14.g624800;9,17349447;8,530030138;9,637411169;9,506596363;9,286884491;9,411508741;9,113645259;9,401663199;9,340045417;8,908457314;9,524459955
Cre14.g624850;6,918975348;6,22189223;6,852566049;6,345141681;6,653082773;6,654654052;6,664477876;6,550959502;6,632058515;6,437487502;6,75361005
Cre14.g624900;6,641953135;6,403552883;5,747164087;6,354130189;6,062064871;6,46200242;6,264223368;6,292732494;6,498041662;6,232808877;6,104583254
Cre14.g624950;9,377332748;8,898002285;8,707374034;9,350071184;9,006179191;8,88087613;8,994236356;9,079042169;9,363701966;8,952090738;8,794125082
Cre14.g625000;3,147328691;3,328852016;3,184645765;3,714935546;4,067279784;3,794682877;3,220275491;3,858966069;3,431132118;3,6980659;3,489664321
Cre14.g625050;7,909329982;6,300768873;6,759688934;6,232687921;5,812380029;5,957803091;6,989929263;6,000957014;7,071008951;6,056574451;6,358746013
Cre14.g625100;2,431882712;2,504606856;2,763738249;2,243847564;2,300438257;2,430817891;2,566742606;2,32503457;2,337865138;2,402522557;2,59727807
Cre14.g625150;4,141202504;4,352039244;4,263268581;3,79380127;4,113387383;3,924201741;4,25217011;3,943796798;3,967501887;4,232713313;4,093735161
