GeneID;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre04.g217941;7,969249909;8,099705094;7,821694057;7,574341903;7,583244504;7,733175315;7,963549687;7,630253908;7,771795906;7,841474799;7,777434686
Cre04.g217942;6,939268583;7,426179014;7,662221133;8,01495313;8,025803404;8,182328237;7,342556243;8,074361591;7,477110857;7,725991209;7,922274685
Cre04.g217943;7,527450493;7,334562667;7,675088766;7,418709429;7,940280493;7,894561259;7,512367309;7,751183727;7,473079961;7,63742158;7,784825013
Cre04.g217944;10,31868524;10,64165909;10,38649866;9,498832967;9,607869275;9,440608186;10,44894766;9,515770143;9,908759101;10,12476418;9,913553425
Cre04.g217945;5,485706192;5,986858061;5,489874095;5,448807841;5,707973235;5,147834346;5,654146116;5,434871807;5,467257017;5,847415648;5,318854221
Cre04.g217946;6,039434387;6,617614164;6,578271462;6,400553193;6,620586474;6,79553873;6,411773338;6,605559466;6,21999379;6,619100319;6,686905096
Cre04.g217947;9,249752905;7,92383124;8,172574791;9,282134652;9,118643747;8,915585913;8,448719645;9,105454771;9,265943778;8,521237494;8,544080352
Cre04.g217948;2,621891634;1,981839929;2,342666014;1,855748392;1,799198356;1,842917713;2,315465859;1,832621487;2,238820013;1,890519142;2,092791863
Cre04.g217949;7,84090317;7,89466026;7,852756431;7,975494605;8,144570128;8,125404973;7,862773287;8,081823235;7,908198887;8,019615194;7,989080702
Cre04.g217950;8,581486805;8,853679913;8,669218592;8,865032715;9,03468664;8,661413648;8,70146177;8,853711001;8,72325976;8,944183276;8,66531612
Cre04.g217951;7,096591978;7,153317353;7,334751559;9,029339864;9,03836416;9,174605806;7,194886963;9,080769943;8,062965921;8,095840757;8,254678682
Cre04.g217952;7,664940059;7,910768978;6,281168442;7,318321503;6,828456475;7,418951881;7,285625827;7,18857662;7,491630781;7,369612727;6,850060161
Cre04.g217953;5,805764177;5,867093798;6,094498475;5,941277514;5,553853117;5,257099638;5,92245215;5,584076756;5,873520845;5,710473457;5,675799056
Cre04.g217954;8,357523803;8,608075934;8,248574324;7,783074813;7,798261071;7,217842178;8,404724687;7,599726021;8,070299308;8,203168503;7,733208251
Cre04.g217955;2,616062245;3,105541931;2,611310595;2,599390956;2,820869566;2,341359724;2,777638257;2,587206749;2,607726601;2,963205748;2,476335159
Cre04.g217959;2,794006356;3,598561018;2,789973433;2,778617403;3,010037952;2,573268142;3,060846936;2,787307832;2,78631188;3,304299485;2,681620788
Cre04.g217961;0,10449034;0,284246908;0,227960179;0,30375515;0,113143698;0,106326035;0,205565809;0,174408295;0,204122745;0,198695303;0,167143107
Cre04.g217962;2,846157417;2,334512589;2,297637743;3,037709984;3,286708102;2,602051338;2,49276925;2,975489808;2,941933701;2,810610345;2,44984454
Cre04.g217963;7,802789727;5,894253109;5,789352296;8,784586805;8,685192861;9,00214064;6,495465044;8,823973435;8,293688266;7,289722985;7,395746468
Cre04.g217965;4,287668334;3,861691108;3,77044286;5,2133937;5,688972825;4,948078297;3,973267434;5,283481608;4,750531017;4,775331966;4,359260578
Cre04.g217968;5,583204967;5,7576603;5,731776787;6,513437001;6,239625256;6,820504911;5,690880685;6,524522389;6,048320984;5,998642778;6,276140849
Cre04.g217969;5,505544394;3,708355609;4,003269418;4,799369111;5,060909261;5,388829726;4,40572314;5,083036033;5,152456753;4,384632435;4,696049572
Cre04.g217970;4,144373916;3,374974496;3,969205502;3,586774551;3,678849692;3,952448448;3,829517971;3,739357564;3,865574234;3,526912094;3,960826975
Cre04.g217971;7,31215277;5,922036561;6,228265576;8,103307696;7,77807212;7,893695052;6,487484969;7,925024956;7,707730233;6,85005434;7,060980314
Cre04.g217973;2,542426287;2,216188722;2,329675029;2,679753859;2,299239034;2,595507372;2,362763346;2,524833422;2,611090073;2,257713878;2,4625912
Cre04.g217974;3,357061958;2,630283617;2,495583042;2,935654754;3,441795401;3,101188939;2,827642872;3,159546364;3,146358356;3,036039509;2,798385991
Cre04.g217975;1,847484515;1,710416351;1,813688141;2,106289203;1,962522163;2,268290325;1,790529669;2,112367231;1,976886859;1,836469257;2,040989233
Cre04.g217976;5,398126649;5,370036522;5,535262359;5,761168046;5,91684267;6,576396251;5,434475177;6,084802322;5,579647347;5,643439596;6,055829305
Cre04.g217977;3,454557889;3,069777975;2,816937733;2,679943527;2,891096449;3,183668725;3,113757866;2,918236234;3,067250708;2,980437212;3,000303229
Cre04.g217978;-1,075044745;-1,063391938;-1,074485373;-1,011411621;-1,062872953;-0,964816204;-1,070974019;-1,013033593;-1,043228183;-1,063132445;-1,019650789
Cre04.g217991;6,818589497;6,560635139;6,76016788;6,873635772;6,419874641;6,673931345;6,713130839;6,655813919;6,846112635;6,49025489;6,717049613
Cre04.g218000;5,380102466;5,220896739;5,941752358;5,822549741;5,075664201;5,99923544;5,514250521;5,632483127;5,601326103;5,14828047;5,970493899
Cre04.g218050;9,878335869;8,780362228;9,042869866;9,009230276;8,695204473;9,068235662;9,233855988;8,92422347;9,443783073;8,73778335;9,055552764
Cre04.g218100;7,946712459;7,205265195;7,50926187;7,51811352;7,284102363;7,651191522;7,553746508;7,484469135;7,732412989;7,244683779;7,580226696
Cre04.g218150;8,670667427;8,989099083;8,741968195;8,693157123;8,730920106;8,298991444;8,800578235;8,574356224;8,681912275;8,860009594;8,520479819
Cre04.g218200;7,107221775;7,398913542;7,18465459;9,060320317;9,257172003;9,190302862;7,230263302;9,169265061;8,083771046;8,328042773;8,187478726
Cre04.g218250;9,676193365;9,820114735;9,738377627;9,780490515;9,715690587;10,00381546;9,744895242;9,833332188;9,72834194;9,767902661;9,871096545
Cre04.g218300;7,899026006;7,458558819;8,071630701;8,110042334;7,854272766;8,005963473;7,809738509;7,990092858;8,00453417;7,656415793;8,038797087
Cre04.g218350;4,324250408;3,286834732;3,654138356;3,961909282;3,113529384;4,528262789;3,755074499;3,867900485;4,143079845;3,200182058;4,091200573
Cre04.g218400;6,263404547;6,081939421;6,725379126;6,002529798;6,157024053;6,214491873;6,356907698;6,124681908;6,132967172;6,119481737;6,469935499
Cre04.g218450;5,600391115;5,425834049;5,448130984;5,011594437;5,636423942;5,48656855;5,491452049;5,378195643;5,305992776;5,531128996;5,467349767
Cre04.g218500;7,900669792;7,908457355;7,929110335;8,306905982;9,132493163;8,776993578;7,912745827;8,738797574;8,103787887;8,520475259;8,353051956
Cre04.g218526;1,786763021;1,846872092;1,799214082;2,677598374;3,433998648;1,800686129;1,810949732;2,637427717;2,232180698;2,64043537;1,799950106
Cre04.g218600;4,769070098;4,135305605;4,103335941;4,3779079;3,994578047;4,737964799;4,335903881;4,370150248;4,573488999;4,064941826;4,42065037
Cre04.g218650;4,69162064;4,805681901;4,901569112;5,165098413;5,239134193;5,768134728;4,799623884;5,390789111;4,928359526;5,022408047;5,33485192
Cre04.g218700;7,908956955;8,191697658;8,332454194;8,249222123;8,132012577;8,157042538;8,144369602;8,179425746;8,079089539;8,161855117;8,244748366
Cre04.g218750;8,986480971;9,08342069;9,107453191;9,736082686;9,681336746;9,870900433;9,059118284;9,762773288;9,361281828;9,382378718;9,489176812
Cre04.g218800;7,648519471;7,471003053;7,608295837;8,066788875;7,930648717;7,776961625;7,575939454;7,924799739;7,857654173;7,700825885;7,692628731
Cre04.g218850;8,154967543;7,922317678;8,28216173;8,477938388;8,25464476;8,502268499;8,11981565;8,411617216;8,316452965;8,088481219;8,392215114
Cre04.g218900;4,006600667;3,434369779;3,624350737;4,309565729;4,334344282;4,257095571;3,688440394;4,300335194;4,158083198;3,884357031;3,940723154
Cre04.g218950;7,219086695;6,420637511;6,934154433;7,167377523;6,527098365;6,223295411;6,857959547;6,6392571;7,193232109;6,473867938;6,578724922
Cre04.g219000;9,308367843;8,822207792;9,207037628;9,744161347;9,775204792;9,682308702;9,112537754;9,733891614;9,526264595;9,298706292;9,444673165
Cre04.g219050;7,831627417;6,830240012;7,256814121;6,854269011;6,697557568;6,8086917;7,306227183;6,786839426;7,342948214;6,76389879;7,03275291
Cre04.g219100;6,043459398;5,184708127;5,735322114;5,497104535;5,794567149;5,414185461;5,654496546;5,568619048;5,770281967;5,489637638;5,574753787
Cre04.g219150;7,496226424;6,893401418;7,004629406;7,202184184;7,337336737;7,190471317;7,131419083;7,243330746;7,349205304;7,115369077;7,097550362
Cre04.g219200;6,869461852;6,994103241;7,108927655;7,604901333;7,463979707;7,520661525;6,990830916;7,529847522;7,237181592;7,229041474;7,31479459
Cre04.g219250;10,36440997;10,81093695;9,956713127;10,65429012;10,6744959;10,61973061;10,37735335;10,64950554;10,50935004;10,74271642;10,28822187
Cre04.g219300;4,364966284;4,480939694;4,736080311;4,613772697;4,452867448;4,850954631;4,527328763;4,639198259;4,489369491;4,466903571;4,793517471
Cre04.g219350;7,884355099;6,844071883;7,172691192;6,796243762;6,471808653;7,161541846;7,300372725;6,809864754;7,340299431;6,657940268;7,167116519
Cre04.g219400;5,306286176;5,736410795;5,695219903;5,821765702;5,78350407;5,405830492;5,579305625;5,670366755;5,564025939;5,759957433;5,550525197
Cre04.g219450;6,930298239;7,222125429;6,933560275;7,291637625;7,321323602;7,189119105;7,028661315;7,267360111;7,110967932;7,271724515;7,06133969
Cre04.g219500;4,797838297;4,310887652;4,730374006;4,735840177;4,937158666;4,313045794;4,613033318;4,662014879;4,766839237;4,624023159;4,5217099
Cre04.g219550;2,454912947;2,023295819;2,122805047;2,319975769;2,278705099;2,77970384;2,200337938;2,459461569;2,387444358;2,151000459;2,451254444
Cre04.g219600;8,427744535;9,098885184;8,732325212;7,976876075;7,756381062;7,132426408;8,752984977;7,621894515;8,202310305;8,427633123;7,93237581
Cre04.g219650;5,307125916;5,887967201;5,414574513;5,480115572;5,642013336;5,156975787;5,536555877;5,426368232;5,393620744;5,764990269;5,28577515
Cre04.g219700;8,632668721;8,507045825;8,588452841;8,655494455;8,583203141;8,66337136;8,576055796;8,634022985;8,644081588;8,545124483;8,625912101
Cre04.g219725;4,641079105;3,58163495;3,825574771;3,729108301;3,715047068;4,634428862;4,016096275;4,026194744;4,185093703;3,648341009;4,230001816
Cre04.g219750;7,051624632;6,839047849;6,939568164;6,507812624;6,655478729;6,746702772;6,943413548;6,636664708;6,779718628;6,747263289;6,843135468
Cre04.g219787;4,442056075;5,180352032;4,904490039;4,85502651;4,680377229;5,033707427;4,842299382;4,856370389;4,648541292;4,930364631;4,969098733
Cre04.g219796;2,877274152;2,18608279;2,448708791;2,981035076;2,445299208;2,285982659;2,504021911;2,570772314;2,929154614;2,315690999;2,367345725
Cre04.g219800;5,160217626;4,756009992;4,589402438;5,079590846;4,977041262;5,065208104;4,835210019;5,040613404;5,119904236;4,866525627;4,827305271
Cre04.g219851;6,80375777;8,319608536;8,271001744;8,455906955;8,098289805;7,909085632;7,798122683;8,154427464;7,629832362;8,208949171;8,090043688
Cre04.g219900;5,593471245;5,792132191;5,946980071;5,329040605;5,902133337;5,442772628;5,777527836;5,55798219;5,461255925;5,847132764;5,694876349
Cre04.g219925;10,26485581;10,04630265;10,40100401;10,44483367;10,31843022;10,29569668;10,23738749;10,35298686;10,35484474;10,18236643;10,34835035
Cre04.g219950;7,596675262;6,545491375;6,670175271;7,338875569;6,681924384;6,596661471;6,937447302;6,872487141;7,467775415;6,613707879;6,633418371
Cre04.g220000;8,17650186;8,101231513;8,063424515;9,155280136;8,969332139;9,088395074;8,113719296;9,07100245;8,665890998;8,535281826;8,575909795
Cre04.g220050;5,453776233;4,012178368;4,650478209;4,694455975;4,330754886;4,449823417;4,705477603;4,491678092;5,074116104;4,171466627;4,550150813
Cre04.g220076;7,271184376;7,029354814;7,289693379;7,039079236;6,627478247;7,395089478;7,19674419;7,020548987;7,155131806;6,82841653;7,342391429
Cre04.g220100;7,197253202;7,162779735;7,174920719;7,553423207;7,624401954;7,106656019;7,178317885;7,428160393;7,375338204;7,393590845;7,140788369
Cre04.g220150;6,114440927;6,789953318;6,354536191;7,021960952;7,271341591;7,176196558;6,419643479;7,1564997;6,56820094;7,030647455;6,765366374
Cre04.g220200;9,239261968;8,844125962;9,004953616;8,562975188;8,54331711;8,232871864;9,029447182;8,446388054;8,901118578;8,693721536;8,61891274
Cre04.g220250;5,080065545;5,069842754;5,155536647;5,485076361;5,080594986;4,889735584;5,101814982;5,15180231;5,282570953;5,07521887;5,022636115
Cre04.g220300;5,836059551;5,81061386;5,949993894;5,940403271;5,672898799;5,449996445;5,865555768;5,687766171;5,888231411;5,741756329;5,699995169
Cre04.g220350;9,252554944;9,010188581;8,89216386;8,395252355;8,721798418;8,74435499;9,051635795;8,620468588;8,823903649;8,8659935;8,818259425
Cre04.g220387;2,73113598;2,429864269;2,609848158;2,362381126;2,278638416;2,691062497;2,590282802;2,444027346;2,546758553;2,354251342;2,650455327
Cre04.g220424;8,400794379;9,07258358;9,262010557;7,824777649;7,682750833;7,950760162;8,911796172;7,819429548;8,112786014;8,377667206;8,606385359
Cre04.g220461;0,490249992;0,429691813;0,657970783;0,333685411;0,339879846;0,331779442;0,525970863;0,335114899;0,411967701;0,38478583;0,494875112
Cre04.g220500;6,346568365;6,414841382;6,237841051;5,809774136;5,899984933;6,032579775;6,333083599;5,914112948;6,07817125;6,157413158;6,135210413
Cre04.g220550;7,991474596;8,743586287;8,896454128;8,574603922;8,827722461;9,174074672;8,543838337;8,858800352;8,283039259;8,785654374;9,0352644
Cre04.g220576;0,320236462;0,272200993;0,639282031;0,266447518;0,27252824;0,390524428;0,410573162;0,309833395;0,29334199;0,272364616;0,51490323
Cre04.g220600;6,719280323;6,518610506;6,787777049;6,542004188;6,391980746;6,421845697;6,675222626;6,451943543;6,630642256;6,455295626;6,604811373
Cre04.g220633;8,62719722;8,451917009;9,065218981;9,086647678;8,799377274;8,995815912;8,714777737;8,960613621;8,856922449;8,625647142;9,030517446
Cre04.g220700;5,818618504;5,266488808;4,890410455;5,490864463;6,147263728;5,405405962;5,325172589;5,681178051;5,654741484;5,706876268;5,147908209
Cre04.g220750;2,215953256;2,19356066;2,522498202;2,128148276;2,266737823;2,050674866;2,310670706;2,148520322;2,172050766;2,230149242;2,286586534
Cre04.g220768;1,010079284;1,004242752;1,130321665;0,908018134;1,161815498;1,081580255;1,048214567;1,050471296;0,959048709;1,083029125;1,10595096
Cre04.g220787;3,99536882;4,287461644;4,274997617;3,885643324;4,043878031;3,834799617;4,185942694;3,921440324;3,940506072;4,165669838;4,054898617
Cre04.g220800;5,868104196;6,698860695;5,304428807;6,470380981;6,646365446;6,813561543;5,957131233;6,64343599;6,169242589;6,67261307;6,058995175
Cre04.g220850;5,4865777;5,979478924;5,622966296;7,190887659;6,409359422;6,349610833;5,696340973;6,649952638;6,338732679;6,194419173;5,986288564
Cre04.g220900;5,212284895;5,548958682;5,046277234;5,21039311;5,504281834;5,416422304;5,269173604;5,377032416;5,211339003;5,526620258;5,231349769
Cre04.g220950;3,826403119;3,819283294;3,594476968;3,989937626;4,45930481;4,369090746;3,746721127;4,272777728;3,908170373;4,139294052;3,981783857
Cre04.g221000;3,758200185;4,438746186;4,184377329;4,49460053;4,513907727;4,643132202;4,1271079;4,550546819;4,126400357;4,476326957;4,413754765
Cre04.g221050;7,80740586;8,368561229;8,449825985;8,122820411;8,28229409;8,394569672;8,208597691;8,266561391;7,965113135;8,325427659;8,422197829
Cre04.g221100;7,279213716;7,503318259;7,061715753;7,156666398;7,013584152;7,107291914;7,281415909;7,092514155;7,217940057;7,258451205;7,084503833
Cre04.g221150;0,48998089;0,500124857;0,60992627;0,684243398;0,809711653;0,492196952;0,533344006;0,662050667;0,587112144;0,654918255;0,551061611
Cre04.g221200;7,549002376;7,53592468;7,805315702;8,126598135;8,318338372;8,049751848;7,630080919;8,164896118;7,837800256;7,927131526;7,927533775
Cre04.g221250;7,407321395;8,053241333;7,79293416;7,826487895;7,987670266;7,675048546;7,751165629;7,829735569;7,616904645;8,020455799;7,733991353
Cre04.g221301;4,800376462;3,972878505;4,480283199;3,823348211;4,027929685;3,49868728;4,417846055;3,783321725;4,311862336;4,000404095;3,989485239
Cre04.g221350;6,173973306;6,092627636;6,104384698;6,116167191;6,273352432;6,014604087;6,12366188;6,134707903;6,145070248;6,182990034;6,059494392
Cre04.g221400;9,249997464;8,728687085;8,999120464;8,586974525;8,60356432;8,906506803;8,992601671;8,699015216;8,918485994;8,666125703;8,952813634
Cre04.g221450;6,826078108;5,782752097;5,878994134;7,173400322;7,215615028;7,928985876;6,162608113;7,439333742;6,999739215;6,499183563;6,903990005
Cre04.g221500;3,278718627;3,313758775;3,698456702;3,689421931;3,196405706;3,372264404;3,430311368;3,419364014;3,484070279;3,25508224;3,535360553
Cre04.g221550;7,278922687;8,126247106;8,152902025;8,418852053;8,266626127;8,34500164;7,852690606;8,343493273;7,84888737;8,196436617;8,248951832
Cre04.g221600;4,158708628;5,577553144;4,446594274;4,221665032;4,263545378;3,419516438;4,727618682;3,968242283;4,19018683;4,920549261;3,933055356
Cre04.g221650;6,343348176;6,014425749;6,48932875;6,049479297;5,922451992;5,971095001;6,282367558;5,981008763;6,196413737;5,96843887;6,230211876
Cre04.g221700;11,08280948;11,12769044;10,92678495;10,91453176;10,95060126;10,79940016;11,04576162;10,88817772;10,99867062;11,03914585;10,86309255
Cre04.g221750;1,338653564;1,54159836;1,558897955;1,422779093;1,470701481;1,51375289;1,479716626;1,469077822;1,380716329;1,506149921;1,536325423
Cre04.g221770;-1,514147057;-1,50153053;-1,51126922;-1,50838473;-1,50117549;-1,425162939;-1,508982269;-1,478241053;-1,511265894;-1,50135301;-1,468216079
Cre04.g221800;5,989958598;5,746422791;5,467130302;5,74506302;5,522372119;5,399880227;5,734503897;5,555771789;5,867510809;5,634397455;5,433505265
Cre04.g221850;10,64490414;9,504515168;10,25584255;9,914566845;9,531500188;9,792172723;10,13508728;9,746079919;10,27973549;9,518007678;10,02400763
Cre04.g221900;5,323272846;4,617631331;5,167956096;5,119964517;5,845372937;6,032417693;5,036286758;5,665918382;5,221618681;5,231502134;5,600186895
Cre04.g221950;6,254086942;4,815598393;5,134606039;5,469102375;5,041253676;5,657393275;5,401430458;5,389249775;5,861594658;4,928426034;5,395999657
Cre04.g222000;7,683783641;7,815497211;7,47902288;8,060347096;8,082488098;7,91144939;7,659434577;8,018094861;7,872065368;7,948992655;7,695236135
Cre04.g222050;3,668824656;3,462469432;3,254403227;3,55152848;3,939406325;3,463314307;3,461899105;3,651416371;3,610176568;3,700937879;3,358858767
Cre04.g222100;5,864194652;5,531615002;5,801858405;5,788283086;5,585602438;5,527757359;5,73255602;5,633880961;5,826238869;5,55860872;5,664807882
Cre04.g222150;5,8562192;5,574947024;5,769858451;5,55129483;5,828688882;5,528598106;5,733674892;5,636193939;5,703757015;5,701817953;5,649228278
Cre04.g222250;4,741426089;4,810759798;4,58418359;3,848376441;3,984121911;4,102479967;4,712123159;3,978326106;4,294901265;4,397440854;4,343331778
Cre04.g222300;6,733226779;6,380718326;6,49727233;6,500250753;6,432727014;6,50199076;6,537072479;6,478322842;6,616738766;6,40672267;6,499631545
Cre04.g222350;5,35430515;7,030392984;5,660194957;7,843724996;8,441414036;7,846672251;6,014964363;8,043937094;6,599015073;7,73590351;6,753433604
Cre04.g222402;4,836007998;5,974665694;4,736201204;7,353111262;7,773199176;6,897245759;5,182291632;7,341185399;6,09455963;6,873932435;5,816723481
Cre04.g222450;1,673799181;1,962093405;1,620466923;2,172622753;1,894941249;1,909892387;1,752119837;1,992485463;1,923210967;1,928517327;1,765179655
Cre04.g222500;3,700318957;4,483492301;4,016990286;3,923899874;4,40831469;3,867971333;4,066933848;4,066728632;3,812109416;4,445903495;3,94248081
Cre04.g222550;7,717124253;7,494045305;7,049516269;7,706620828;7,738860406;7,547774749;7,420228609;7,664418661;7,711872541;7,616452855;7,298645509
Cre04.g222600;6,100283128;5,884395477;6,137438616;6,08507357;6,107748137;5,916429298;6,04070574;6,036417002;6,092678349;5,996071807;6,026933957
Cre04.g222650;5,863382274;4,900993048;5,514692682;5,730659965;5,33339379;5,414250695;5,426356001;5,49276815;5,797021119;5,117193419;5,464471689
Cre04.g222700;13,76374469;14,47009136;14,40083944;14,70006486;14,25035861;13,5575991;14,2115585;14,16934086;14,23190478;14,36022499;13,97921927
Cre04.g222750;8,606254496;7,518500431;8,831943037;7,44820396;7,423360757;8,233304509;8,318899321;7,701623075;8,027229228;7,470930594;8,532623773
Cre04.g222800;8,404304833;9,687276855;9,134976614;9,200629374;9,577599163;9,292683428;9,075519434;9,356970655;8,802467104;9,632438009;9,213830021
Cre04.g222850;4,354639469;4,54192371;4,434864499;4,145421003;4,162488319;4,203336511;4,443809226;4,170415278;4,250030236;4,352206014;4,319100505
Cre04.g222950;6,549715099;6,851369081;6,946057275;6,829721653;6,580507306;6,764075586;6,782380485;6,724768182;6,689718376;6,715938193;6,85506643
Cre04.g223000;7,790797145;7,424053376;7,524217784;7,279768498;7,471236655;7,316480177;7,579689435;7,355828443;7,535282821;7,447645015;7,420348981
Cre04.g223050;8,603263428;9,372678046;9,197652908;9,280208592;9,361857867;9,202437733;9,057864794;9,281501397;8,94173601;9,367267957;9,20004532
Cre04.g223100;2,288059782;3,633699415;3,034601785;2,485410676;2,207448881;2,159560352;2,985453661;2,28413997;2,386735229;2,920574148;2,597081069
Cre04.g223150;5,061554452;5,011793752;5,167558323;5,21148482;5,154651719;5,113098632;5,080302176;5,159745057;5,136519636;5,083222736;5,140328478
Cre04.g223200;7,507475771;6,148964986;5,886276837;6,597924656;5,628805159;5,565669037;6,514239198;5,930799617;7,052700214;5,888885072;5,725972937
Cre04.g223225;8,823778375;8,37372437;8,544361444;8,993480358;8,854902489;8,810705312;8,580621396;8,88636272;8,908629367;8,614313429;8,677533378
Cre04.g223250;3,305152857;3,79707624;4,091418541;3,566265297;3,506423347;3,892786527;3,731215879;3,65515839;3,435709077;3,651749793;3,992102534
Cre04.g223300;8,470348191;11,30210366;10,47896054;9,747255155;9,56944109;9,241249096;10,08380413;9,519315114;9,108801673;10,43577237;9,860104817
Cre04.g223350;7,577060777;8,037107568;7,770210535;7,215233356;7,481164467;7,065188298;7,79479296;7,25386204;7,396147066;7,759136017;7,417699417
Cre04.g223375;5,723282179;5,74554063;6,593653989;4,685529621;4,874883924;4,622594158;6,020825599;4,727669234;5,2044059;5,310212277;5,608124073
Cre04.g223400;8,070267256;7,640752037;7,153301265;9,066196124;9,043132857;9,335305101;7,621440186;9,148211361;8,56823169;8,341942447;8,244303183
Cre04.g223450;7,277377254;7,636600752;7,666808497;7,216667352;7,282230949;6,907362318;7,526928834;7,135420206;7,247022303;7,45941585;7,287085408
Cre04.g223500;6,783841085;6,470141196;6,123053652;5,586311528;5,648630216;5,653451777;6,459011978;5,629464507;6,185076307;6,059385706;5,888252715
Cre04.g223540;2,223160029;2,243545127;2,341664304;2,179986484;2,314736346;2,42638473;2,269456487;2,307035854;2,201573256;2,279140737;2,384024517
Cre04.g223550;6,731922268;6,442711491;6,143293115;6,885213092;6,628974114;6,186490813;6,439308958;6,566892673;6,80856768;6,535842802;6,164891964
Cre04.g223600;8,258219714;7,438242689;8,287973795;8,050129601;7,73176816;7,77297548;7,994812066;7,851624413;8,154174658;7,585005424;8,030474637
Cre04.g223650;9,174569858;7,43069236;7,405970026;8,616720324;9,395407658;9,185156858;8,003744082;9,065761613;8,895645091;8,413050009;8,295563442
Cre04.g223700;6,730518304;8,254068693;7,869790395;7,390031483;7,165761198;7,22825121;7,618125797;7,261347964;7,060274893;7,709914946;7,549020802
Cre04.g223750;8,13730282;8,056976472;7,976661542;8,539882764;8,557329327;8,677697871;8,056980278;8,591636654;8,338592792;8,3071529;8,327179707
Cre04.g223800;7,591431338;8,434860263;8,11063264;7,61883929;7,830336427;7,611215877;8,045641413;7,686797198;7,605135314;8,132598345;7,860924258
Cre04.g223850;8,570788277;7,830134587;7,381798487;7,329155539;6,889043358;6,277257649;7,927573784;6,831818848;7,949971908;7,359588972;6,829528068
Cre04.g223876;11,08856084;11,06453336;10,93878797;10,90349031;11,15945906;10,71902931;11,03062739;10,92732622;10,99602558;11,11199621;10,82890864
Cre04.g223900;5,730644591;5,038418109;5,2349348;5,242609255;5,264024802;5,162036296;5,334665833;5,222890118;5,486626923;5,151221456;5,198485548
Cre04.g224002;6,799566845;6,31350226;6,908164677;6,635674694;6,766271989;6,786589436;6,673744594;6,72951204;6,717620769;6,539887124;6,847377057
Cre04.g224100;6,541526599;6,994529559;7,204332527;6,776371962;7,008594071;6,658170473;6,913462895;6,814378835;6,65894928;7,001561815;6,9312515
Cre04.g224150;7,55354543;8,525166976;8,000031947;7,510050525;7,750817836;7,475002035;8,026248117;7,578623465;7,531797978;8,137992406;7,737516991
Cre04.g224200;10,32434858;10,28007396;10,0510473;9,768761578;9,902306077;9,42618879;10,21848994;9,699085481;10,04655508;10,09119002;9,738618044
Cre04.g224250;8,507881036;9,078878987;7,818951706;8,573688991;8,362152757;8,429324377;8,468570576;8,455055375;8,540785013;8,720515872;8,124138041
Cre04.g224300;4,966712632;4,833347553;4,501030651;4,475110524;4,467486981;4,409213517;4,767030279;4,450603674;4,720911578;4,650417267;4,455122084
Cre04.g224350;6,161156718;6,000736172;6,281743289;6,750281835;6,721227486;6,70573269;6,147878727;6,725747337;6,455719276;6,360981829;6,49373799
Cre04.g224400;8,027991255;7,809423924;7,773350769;7,266540403;7,843746909;7,219248349;7,870255316;7,443178554;7,647265829;7,826585416;7,496299559
Cre04.g224450;8,670462226;8,560332268;8,325672714;9,000514022;8,76184572;8,726025954;8,518822403;8,829461899;8,835488124;8,661088994;8,525849334
Cre04.g224500;8,668222522;8,715755209;8,698100183;9,623328155;9,529419686;9,407346064;8,694025971;9,520031302;9,145775339;9,122587447;9,052723124
Cre04.g224550;7,174595058;7,235227223;7,23594909;7,156299459;7,396830521;7,417600995;7,215257124;7,323576992;7,165447259;7,316028872;7,326775043
Cre04.g224600;8,578885443;8,670486648;9,214319692;9,902260699;9,706138796;9,481120304;8,821230595;9,6965066;9,240573071;9,188312722;9,347719998
Cre04.g224650;6,121482361;6,922080544;5,871060132;6,388468527;5,997060319;6,220017581;6,304874346;6,201848809;6,254975444;6,459570432;6,045538856
Cre04.g224667;-1,084517858;-1,164630884;-1,176358402;-1,173562563;-1,164168233;-1,122421591;-1,141835715;-1,153384129;-1,129040211;-1,164399559;-1,149389996
Cre04.g224683;-1,515143177;-1,501914949;-1,467157589;-1,464133248;-1,501542695;-1,511781183;-1,494738572;-1,492485709;-1,489638213;-1,501728822;-1,489469386
Cre04.g224700;8,974868042;8,880291214;9,099418748;8,87166881;8,665769522;8,714483004;8,984859334;8,750640446;8,923268426;8,773030368;8,906950876
Cre04.g224750;8,564155147;8,289960698;8,330091217;8,090048145;8,366813014;8,186922578;8,394735687;8,214594579;8,327101646;8,328386856;8,258506898
Cre04.g224800;11,55244721;9,621166025;10,67273539;9,714887175;9,048443726;10,17180103;10,61544954;9,645043977;10,63366719;9,334804876;10,42226821
Cre04.g224826;5,891494515;5,374752178;6,802443297;4,813087592;4,485271627;4,320999185;6,022896663;4,539786134;5,352291053;4,930011902;5,561721241
Cre04.g224850;2,743292886;2,269590283;3,061360059;1,963284332;1,990320269;1,95472521;2,69141441;1,96944327;2,353288609;2,129955276;2,508042635
Cre04.g224867;9,073465423;9,332428847;8,297943375;8,298940716;8,211672239;8,300104895;8,901279215;8,270239283;8,686203069;8,772050543;8,299024135
Cre04.g224883;0,464330245;0,476133188;0,755897356;0,839497297;0,476526915;0,466931712;0,565453596;0,594318642;0,651913771;0,476330052;0,611414534
